Client family name	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	Analysis value TT_displacement_sm	Analysis value TT_velocity	Analysis value TT_velocity_abs	Analysis value TD_displacement_sm	Analysis value TD_velocity	Analysis value TD_velocity_abs	Analysis value TR_displacement_sm	Analysis value TR_velocity	Analysis value TR_velocity_abs	X0 Tongue	Y0 Tongue	X1 Tongue	Y1 Tongue	X2 Tongue	Y2 Tongue	X3 Tongue	Y3 Tongue	X4 Tongue	Y4 Tongue	X5 Tongue	Y5 Tongue	X6 Tongue	Y6 Tongue	X7 Tongue	Y7 Tongue	X8 Tongue	Y8 Tongue	X9 Tongue	Y9 Tongue	X10 Tongue	Y10 Tongue	X11 Tongue	Y11 Tongue	X12 Tongue	Y12 Tongue	X13 Tongue	Y13 Tongue	X14 Tongue	Y14 Tongue	X15 Tongue	Y15 Tongue	X16 Tongue	Y16 Tongue	X17 Tongue	Y17 Tongue	X18 Tongue	Y18 Tongue	X19 Tongue	Y19 Tongue	X20 Tongue	Y20 Tongue	X21 Tongue	Y21 Tongue	X22 Tongue	Y22 Tongue	X23 Tongue	Y23 Tongue	X24 Tongue	Y24 Tongue	X25 Tongue	Y25 Tongue	X26 Tongue	Y26 Tongue	X27 Tongue	Y27 Tongue	X28 Tongue	Y28 Tongue	X29 Tongue	Y29 Tongue	X30 Tongue	Y30 Tongue	X31 Tongue	Y31 Tongue	X32 Tongue	Y32 Tongue	X33 Tongue	Y33 Tongue	X34 Tongue	Y34 Tongue	X35 Tongue	Y35 Tongue	X36 Tongue	Y36 Tongue	X37 Tongue	Y37 Tongue	X38 Tongue	Y38 Tongue	X39 Tongue	Y39 Tongue	X40 Tongue	Y40 Tongue	X41 Tongue	Y41 Tongue
it02	1.9099	12/12/2016 14:42:09	Dico pugu lentamente	closure_	48.9101	19.1734	19.5150	81.3793	81.0819	81.3765	70.2975	-74.5855	74.0279	38.5090	-20.8337	36.6232	-20.1239	34.6193	-19.7170	32.8029	-18.9349	30.9544	-18.2306	29.0504	-17.6913	27.1164	-17.2810	25.1764	-16.9316	23.2174	-16.7254	21.2681	-16.5345	19.3157	-16.4366	17.3769	-16.2508	15.4288	-16.2279	13.4532	-14.6132	11.1377	-9.4171	8.2063	-2.2791	4.8423	3.7098	1.3494	7.5366	-1.9471	8.8605	-5.2575	9.6111	-8.5232	9.7869	-12.2760	11.0893	-16.1523	12.1687	-19.8271	12.3161	-23.1226	11.3967	-26.4136	10.3628	-29.4864	8.8606	-31.6491	5.9104	-33.5350	2.7485	-34.2716	-1.7181	-35.6642	-5.0120	-35.2989	-10.0615	-34.3616	-15.2443	-32.6342	-20.6971	-32.1557	-24.5302	-32.9097	-27.0757	-34.1831	-29.1345	-36.3136	-30.5886	-38.5392	-32.0703	-40.7191	-33.6788	-42.0159	-35.8458	-43.1369	-38.1081
it02	1.8840	12/12/2016 14:42:09	Dico pugu lentamente	GONS_TD	48.3840	20.6661	20.5345	79.3484	84.3506	84.2934	71.9165	-46.3409	45.0478	39.4318	-19.1351	37.4201	-18.5071	35.2465	-18.3057	33.3751	-17.4960	31.3999	-16.9665	29.2770	-16.9562	27.2743	-16.6858	25.2771	-16.4807	23.2817	-16.3720	21.2248	-16.8415	19.2351	-17.2346	17.3191	-17.1992	15.4188	-16.7005	13.4327	-13.5057	11.0813	-8.4496	8.2157	-2.3751	5.1576	1.4335	2.0637	3.5509	-1.1694	5.3332	-4.3812	6.2731	-8.0877	8.3612	-11.6859	9.4004	-15.5688	10.6899	-19.0601	10.5778	-22.3844	9.8887	-25.6594	8.9656	-28.8259	7.7452	-31.6523	5.9153	-34.0730	3.5116	-35.2866	-0.3933	-35.9205	-4.7036	-36.1383	-9.1296	-35.4579	-14.1202	-34.5096	-18.9210	-33.8470	-23.0513	-34.2644	-25.9830	-35.2743	-28.3236	-36.2938	-30.6021	-38.2359	-32.2604	-40.3267	-33.9035	-42.2125	-35.7434	-43.5038	-37.9351
it02	1.9765	12/12/2016 14:42:09	Dico pugu lentamente	max_TD	49.0837	3.5353	1.7862	84.9017	-4.8904	3.0537	65.9323	-29.2759	31.0230	39.1360	-19.6797	37.0146	-19.3298	34.7029	-19.5288	33.0038	-18.4296	31.3046	-17.2367	29.6296	-15.8129	27.6287	-15.3507	25.5384	-15.3104	23.3904	-15.7746	21.3533	-15.9318	19.3711	-15.8873	17.4046	-15.7959	15.4429	-15.5629	13.4442	-14.1258	11.1171	-9.0640	8.1541	-1.7484	4.6315	5.2322	1.0699	9.0963	-2.5133	11.4284	-6.2759	13.4902	-9.9785	14.5515	-13.6401	14.9932	-17.1006	14.5716	-20.6588	14.2011	-24.1358	13.4663	-27.1993	11.8186	-29.8494	9.4736	-31.3577	5.4602	-32.4725	1.2413	-32.6306	-3.8599	-32.4329	-8.8995	-31.4619	-14.3218	-30.6425	-19.0577	-30.5075	-22.7112	-31.2359	-25.3345	-32.5265	-27.3848	-34.2768	-29.0649	-36.6264	-30.3749	-39.0526	-31.7487	-40.6557	-33.7151	-42.2369	-35.7307	-43.3980	-37.9850
it02	1.9850	12/12/2016 14:42:09	Dico pugu lentamente	NOFF_TD	48.8809	22.4056	19.8021	84.6812	-20.0233	18.3105	65.8323	-13.8016	15.6631	38.7264	-20.4336	36.4198	-20.5366	33.8253	-21.5033	32.3264	-20.1329	30.8525	-18.5198	29.4466	-16.4062	27.4692	-15.9516	25.4673	-15.6288	23.3469	-16.0136	21.3669	-15.8354	19.3906	-15.6940	17.4183	-15.5710	15.4449	-15.4679	13.4443	-14.1308	11.1216	-9.1410	8.1628	-1.8363	4.6524	5.0809	1.1269	8.7781	-2.3136	10.5224	-6.0397	12.5906	-9.7509	13.8063	-13.5912	14.8533	-17.0314	14.3965	-20.4771	13.7892	-23.6884	12.5525	-26.6179	10.7414	-29.2022	8.3807	-30.9891	4.8906	-31.9178	0.4546	-32.0965	-4.5570	-31.7445	-9.7277	-31.1719	-14.6438	-30.5243	-19.1789	-30.4395	-22.7756	-31.1530	-25.4070	-32.4639	-27.4353	-34.0290	-29.2490	-36.3598	-30.5570	-38.7818	-31.9184	-40.5358	-33.7838	-42.0933	-35.8055	-43.0935	-38.1286
it02	1.9660	12/12/2016 14:42:09	Dico pugu lentamente	NONS_TD	49.3316	-10.0555	10.8032	84.8352	14.6904	16.5253	66.1367	-46.3371	47.6913	39.5501	-18.9173	37.6152	-18.1112	35.5846	-17.5449	33.6777	-16.7354	31.7447	-15.9882	29.7892	-15.2956	27.7708	-14.8153	25.5979	-15.0440	23.4301	-15.5567	21.3385	-16.0366	19.3492	-16.1041	17.3881	-16.0677	15.4396	-15.7182	13.4445	-14.1408	11.1067	-8.8862	8.1297	-1.4999	4.5836	5.5775	0.9851	9.5695	-2.6830	12.1981	-6.3835	13.9002	-10.0685	14.8463	-13.6031	14.8874	-17.1713	14.7509	-20.7984	14.5174	-24.5439	14.2999	-27.7380	12.8165	-30.3141	10.2582	-31.5838	5.8095	-33.0049	1.9965	-33.4741	-2.7589	-33.7227	-7.3478	-32.3900	-13.2913	-31.3297	-18.3531	-30.7909	-22.4428	-31.4218	-25.1720	-32.6904	-27.2527	-34.7112	-28.7421	-37.0687	-30.0727	-39.4071	-31.5266	-40.8003	-33.6323	-42.2918	-35.7021	-43.5676	-37.9050
it02	1.8705	12/12/2016 14:42:09	Dico pugu lentamente	peak1_TD	48.0761	19.1154	18.9924	78.1330	84.1656	84.1541	72.5157	-29.1100	27.7672	39.5649	-18.8902	37.5643	-18.2145	35.4121	-17.9332	33.5210	-17.1293	31.5451	-16.5544	29.3548	-16.7042	27.2379	-16.8233	25.1607	-17.0018	23.1865	-16.8954	21.1833	-17.1353	19.2181	-17.4030	17.3081	-17.3792	15.4185	-16.7142	13.4249	-13.0807	11.0794	-8.4165	8.2597	-2.8230	5.3075	0.3509	2.2795	2.3465	-0.9026	4.1232	-4.0853	5.1458	-7.8229	7.4942	-11.4110	8.6136	-15.1917	9.7343	-18.6758	9.7068	-22.1247	9.3582	-25.5805	8.8195	-28.8153	7.7274	-31.6853	5.9663	-33.7575	3.0641	-35.0065	-0.7588	-35.8595	-4.7770	-36.7378	-8.4640	-36.7192	-12.8270	-35.7561	-17.7406	-34.6999	-22.3055	-34.5048	-25.7890	-35.2957	-28.3077	-36.7254	-30.3072	-38.6839	-31.9797	-40.7069	-33.6858	-42.4537	-35.6178	-43.7510	-37.8186
it02	2.0335	12/12/2016 14:42:09	Dico pugu lentamente	peak2_TD	54.1870	233.3345	228.8837	81.6411	-70.9953	71.0754	66.7058	44.9543	44.3249	39.4877	-19.0322	37.5246	-18.2950	35.4451	-17.8590	33.5388	-17.0844	31.6070	-16.3789	29.6518	-15.7410	27.6137	-15.4071	25.4956	-15.5023	23.4203	-15.6106	21.4458	-15.2766	19.5041	-14.5703	17.5493	-13.4234	15.5160	-12.1128	13.3637	-9.7744	10.9024	-5.3806	8.1046	-1.2438	4.9338	3.0489	1.6713	5.7404	-1.7892	8.1444	-5.1289	9.1213	-8.5595	9.9057	-12.2562	11.0326	-16.1987	12.2862	-19.6650	11.9488	-22.8756	10.8920	-25.7075	9.0547	-28.7388	7.5982	-30.5299	4.1810	-32.2462	0.9203	-32.4836	-4.0518	-33.6792	-7.4001	-33.2701	-12.3141	-32.3350	-17.3223	-31.0037	-22.2413	-30.9664	-25.5702	-32.8781	-27.1012	-35.0921	-28.4590	-36.5833	-30.4043	-37.7684	-32.5533	-38.3170	-35.0541	-40.3608	-36.7081	-41.6066	-38.8297
it02	1.0634	12/12/2016 14:42:18	Dico butu lentamente	closure_	68.7689	50.8536	52.6196	81.2363	-9.6555	9.0201	66.9363	-38.5916	39.1015	49.1559	-1.2352	46.4356	-0.2161	43.5531	0.3835	40.9420	1.5298	38.2538	2.4813	35.5181	3.2823	32.6953	3.7396	29.8537	4.0131	26.9814	3.9577	24.1580	3.9258	21.3735	3.9490	18.6179	4.1006	15.8625	4.2312	13.1040	4.2549	10.3460	4.1687	7.5927	3.9670	4.8536	3.6282	2.0665	3.5350	-1.2334	5.6236	-4.8514	8.0643	-8.8188	10.7548	-12.5110	11.7617	-16.1459	12.1524	-19.4309	11.4182	-22.3279	9.7733	-24.8757	7.5138	-27.1045	4.8384	-29.2703	2.2345	-31.1694	-0.6071	-32.3944	-4.1683	-31.7586	-9.7108	-31.5490	-14.2251	-31.7787	-17.8926	-32.3933	-20.9253	-32.3114	-24.3940	-32.5920	-27.3321	-33.6303	-29.5453	-35.3643	-31.2372	-37.9124	-32.4630	-41.4727	-33.2473	-45.4925	-34.0346	-47.8110	-35.9044
it02	1.0955	12/12/2016 14:42:18	Dico butu lentamente	max_TT	69.3245	-3.9425	2.4796	80.5265	-17.2920	17.6258	65.9628	-13.3686	14.3108	48.5617	-2.3290	46.0390	-1.0207	43.4675	0.1911	40.8517	1.3028	38.1952	2.3150	35.4628	3.1029	32.6960	3.7421	29.9317	4.3624	27.0398	4.2785	24.1746	4.0436	21.3378	3.5953	18.5963	3.7471	15.8545	3.8535	13.1112	3.8652	10.3675	3.8002	7.6250	3.6386	4.8928	3.3453	1.9650	4.1016	-1.3078	5.9613	-4.8510	8.0626	-8.5469	9.8644	-12.1032	10.5945	-15.6071	10.7869	-18.7160	9.7979	-21.5206	8.1243	-24.2226	6.3038	-26.9988	4.6598	-29.6492	2.8200	-30.9608	-0.9029	-31.4586	-5.3896	-30.5211	-11.1996	-30.9442	-14.8967	-31.5575	-18.1195	-33.1730	-20.1868	-33.8655	-23.0351	-34.1817	-26.0497	-35.5489	-28.1195	-37.3629	-29.8717	-40.3606	-30.9292	-42.5520	-32.6294	-46.0719	-33.7328	-47.9554	-35.8362
it02	1.1010	12/12/2016 14:42:18	Dico butu lentamente	NOFF_TT	69.2514	-11.6844	10.2959	80.4192	-14.8430	15.3580	65.8780	-8.1367	9.0790	48.3349	-2.7465	45.8337	-1.4371	43.2868	-0.2156	40.6863	0.8870	38.0431	1.8834	35.3498	2.7364	32.6391	3.5275	29.9036	4.2364	27.0198	4.1687	24.1534	3.8935	21.3251	3.4696	18.5895	3.6355	15.8519	3.7323	13.1136	3.7370	10.3756	3.6614	7.6388	3.4981	4.9154	3.1821	1.8888	4.5269	-1.3725	6.2544	-4.8864	8.1974	-8.3881	9.3446	-11.9247	10.0836	-15.4363	10.3542	-18.5341	9.3858	-21.3743	7.8253	-24.1328	6.1373	-27.1279	4.8779	-29.9039	3.2137	-31.4527	-0.2052	-31.7927	-4.9536	-30.7325	-10.9452	-30.8534	-14.9974	-31.3640	-18.3179	-33.0593	-20.2945	-33.8281	-23.0678	-34.0911	-26.1228	-35.8486	-27.8968	-38.1671	-29.3222	-41.2551	-30.3688	-42.8920	-32.4347	-45.6786	-33.9377	-47.5035	-36.0493
it02	1.0800	12/12/2016 14:42:18	Dico butu lentamente	NONS_TT	69.3256	20.8969	22.6288	80.8763	-17.8413	17.5552	66.2713	-27.3857	28.2211	49.0710	-1.3914	46.5094	-0.0664	43.8997	1.1635	41.2480	2.2994	38.5547	3.3352	35.7903	4.1648	32.8996	4.5091	30.0274	4.7910	27.0794	4.4964	24.2234	4.3886	21.3901	4.1134	18.6293	4.2882	15.8664	4.4178	13.1005	4.4439	10.3347	4.3629	7.5710	4.1879	4.8175	3.8887	2.0192	3.7995	-1.2510	5.7032	-4.8238	7.9588	-8.8370	10.8143	-12.5050	11.7445	-16.0811	11.9883	-19.1926	10.8782	-22.0190	9.1423	-24.7130	7.2123	-26.9706	4.6122	-29.2402	2.1881	-30.2916	-1.8522	-31.3393	-5.5453	-30.6594	-11.0332	-31.2529	-14.5539	-31.7988	-17.8721	-33.0508	-20.3026	-33.5567	-23.3051	-33.8847	-26.2893	-34.5729	-28.8448	-36.0979	-30.7360	-38.6120	-32.0247	-41.9210	-32.9906	-46.1386	-33.6980	-48.6393	-35.5138
it02	1.0045	12/12/2016 14:42:18	Dico butu lentamente	peak1_TT	63.0959	119.5946	119.6737	80.4236	38.1107	38.7230	69.5038	-35.9154	35.4748	48.6712	-2.1275	45.5077	-2.0987	41.9411	-3.2432	39.1427	-2.9942	36.5404	-2.3804	33.9954	-1.6556	31.4624	-0.9059	28.8495	-0.4836	26.0908	-0.9359	23.3249	-1.9729	20.6429	-3.2881	18.1403	-3.7321	15.7004	-3.4156	13.2212	-2.0763	10.6475	-1.0061	7.9530	0.2991	5.1989	1.1350	2.2541	2.4887	-0.9488	4.3328	-4.6101	7.1451	-8.4056	9.4020	-12.1281	10.6658	-15.7325	11.1048	-19.2945	11.1091	-22.6602	10.4521	-25.5374	8.7397	-28.0919	6.5058	-30.6567	4.3769	-33.1214	2.1617	-34.7798	-1.0548	-35.2333	-5.5304	-34.3152	-11.1538	-33.5785	-16.0473	-32.5469	-20.7798	-31.6609	-24.9628	-31.2131	-28.4444	-31.9327	-30.8069	-35.1947	-31.3531	-39.1977	-31.6578	-43.5942	-32.0327	-47.1553	-33.1684	-49.4657	-35.1242
it02	1.1345	12/12/2016 14:42:18	Dico butu lentamente	peak2_TT	68.1558	-36.4571	36.6325	80.0658	7.8316	6.9389	66.2720	21.0934	20.1931	48.5388	-2.3711	45.7980	-1.5096	42.8361	-1.2295	40.2798	-0.1352	37.6712	0.8283	35.0531	1.7743	32.3932	2.6013	29.6528	3.1136	26.8194	3.0675	24.0029	2.8280	21.2476	2.7018	18.5407	2.8338	15.8352	2.9438	13.1278	2.9676	10.4189	2.9173	7.7075	2.7978	4.9702	2.7866	1.9854	3.9876	-1.3194	6.0139	-4.8292	7.9794	-8.2817	8.9962	-11.7173	9.4901	-15.1164	9.5434	-18.3403	8.9464	-21.2793	7.6314	-24.1269	6.1265	-26.8425	4.3960	-29.2456	2.1964	-30.7821	-1.1564	-31.3190	-5.5718	-30.7767	-10.8920	-31.0118	-14.8216	-31.8320	-17.8380	-33.9608	-19.4408	-34.7230	-22.2852	-34.8250	-25.5307	-35.3760	-28.2480	-37.4159	-29.8355	-40.6285	-30.7613	-42.8676	-32.4487	-45.2248	-34.1741	-46.7297	-36.4142
it02	1.1427	12/12/2016 14:42:26	Dico baca lentamente	closure_	65.4103	60.2617	60.1883	83.2120	120.1859	121.6955	68.5019	-22.1472	22.2082	50.5713	1.3703	47.7972	2.5465	44.8472	3.2952	41.7113	3.4643	38.3334	2.7073	34.9073	1.3014	31.7699	0.2529	28.8693	-0.3951	26.1150	-0.8033	23.4663	-0.9712	20.8404	-1.3323	18.2679	-1.6391	15.7521	-0.9752	13.1712	0.6272	10.3772	3.6326	7.4987	4.9241	4.4088	6.8398	1.1442	8.6820	-2.4131	10.9737	-6.1555	13.0318	-9.7235	13.7166	-13.2998	14.0193	-16.4766	12.9904	-19.3740	11.2892	-22.2979	9.7121	-24.9954	7.7354	-27.3239	5.2088	-29.4558	2.5213	-31.0590	-0.7636	-32.4154	-4.1408	-32.5794	-8.7232	-32.6555	-12.9965	-33.2516	-16.3824	-34.1386	-19.2724	-35.5283	-21.5811	-37.3747	-23.4739	-38.9222	-25.6126	-40.0568	-28.0311	-40.3643	-30.9269	-41.6030	-33.1727	-44.2870	-34.6627	-46.2237	-36.6527
it02	1.2085	12/12/2016 14:42:26	Dico baca lentamente	max_TD	68.5169	21.6541	22.3808	86.3382	-2.1858	1.1501	67.4082	-6.9332	7.3051	50.0526	0.4154	47.2966	1.5307	44.2924	2.0471	41.3640	2.5910	38.2346	2.4269	35.0920	1.9004	32.0834	1.4339	29.2782	1.4359	26.5841	1.7747	23.9159	2.2115	21.2321	2.5480	18.5435	2.8809	15.8381	3.0798	13.1261	3.0637	10.3305	4.4346	7.2718	7.2342	3.7682	11.4652	0.0422	14.8309	-3.7185	16.8939	-7.2616	17.2453	-10.5508	16.4253	-14.0312	16.1126	-17.3456	15.1927	-20.7349	14.3734	-23.2767	11.7115	-25.9512	9.5063	-27.6900	5.8271	-29.0597	1.9092	-30.0103	-2.2511	-30.8659	-6.1632	-31.7376	-9.7360	-32.0749	-13.6412	-32.5750	-17.0762	-33.1549	-20.2040	-34.1218	-22.8110	-35.2267	-25.2067	-36.4566	-27.4450	-37.8182	-29.5606	-40.3037	-30.9648	-43.2498	-32.2298	-45.8806	-33.8324	-47.5353	-36.0343
it02	1.2340	12/12/2016 14:42:26	Dico baca lentamente	NOFF_TD	68.5103	5.8670	6.6338	85.9085	-17.6468	17.3645	67.3521	0.2174	0.0153	49.6746	-0.2804	47.0260	0.9819	44.1186	1.6560	41.2051	2.1913	38.3033	2.6217	35.5408	3.3560	32.7816	4.0647	29.9988	4.6626	27.2008	5.1633	24.3765	5.4727	21.4822	5.0265	18.6045	3.8812	15.8369	3.0231	13.1292	2.8935	10.3266	4.5018	7.2516	7.4393	3.8431	10.9248	0.1687	14.1253	-3.4571	15.7086	-6.9807	16.1750	-10.3037	15.6164	-13.7133	15.2028	-17.1974	14.8169	-20.5098	13.8633	-23.4328	12.0304	-25.9739	9.5482	-28.1471	6.5989	-29.5334	2.6412	-30.2897	-1.8548	-31.0795	-5.8844	-31.9487	-9.4821	-33.0254	-12.5859	-32.8004	-16.8451	-32.8366	-20.5055	-33.5544	-23.3071	-34.7118	-25.6220	-36.3667	-27.5118	-36.8036	-30.2538	-38.6133	-32.0239	-39.5461	-34.3504	-41.8521	-35.9312	-43.0499	-38.1491
it02	1.1890	12/12/2016 14:42:26	Dico baca lentamente	NONS_TD	67.8978	35.6178	36.3464	86.4299	24.0021	25.7912	67.5886	-14.9040	15.2817	49.7993	-0.0507	47.1237	1.1801	44.3265	2.1238	41.3725	2.6124	38.2384	2.4377	35.0593	1.7946	32.0361	1.2558	29.2054	1.1099	26.4824	1.2157	23.8337	1.6296	21.2002	2.2324	18.5338	2.7222	15.8332	2.8515	13.1271	3.0101	10.2747	5.3913	7.1453	8.5219	3.5824	12.8072	0.0352	14.8700	-3.5878	16.3013	-6.9297	15.9809	-10.4404	16.0639	-14.1750	16.5243	-17.5825	15.7930	-20.6178	14.1080	-23.3618	11.8852	-26.4108	10.3578	-28.6059	7.3738	-30.2448	3.7404	-30.1783	-2.0129	-30.2996	-6.9024	-30.0354	-11.7839	-31.1078	-14.7149	-32.3077	-17.3502	-34.0350	-19.3705	-34.5576	-22.4299	-35.4558	-25.0218	-35.9453	-27.8250	-37.3585	-29.8747	-38.4655	-32.1165	-41.7164	-33.1078	-45.5384	-34.0107	-49.1423	-35.2766
it02	1.1115	12/12/2016 14:42:26	Dico baca lentamente	peak1_TD	63.5200	57.7040	57.3874	78.3628	142.7174	142.8185	69.0335	-18.3868	18.5204	50.9356	2.0409	47.9877	2.9330	44.7796	3.1433	41.9627	4.0963	38.8473	4.1653	35.6017	3.5534	32.3137	2.3015	29.1397	0.8157	26.1000	-0.8858	23.3601	-1.7236	20.7437	-2.2900	18.2269	-2.3112	15.7191	-2.5328	13.2130	-1.6361	10.6345	-0.7825	7.9628	0.1992	5.1979	1.1420	2.0215	3.7865	-1.3106	5.9735	-4.9332	8.3758	-8.2959	9.0426	-11.6081	9.1774	-14.5317	8.0618	-17.2817	6.5473	-20.0183	5.0554	-22.3735	2.8781	-24.4745	0.3972	-26.1634	-2.5663	-27.7009	-5.5270	-29.2397	-8.2857	-30.8157	-10.8451	-32.1396	-13.5693	-33.4988	-16.1290	-34.8146	-18.6321	-36.6329	-20.6152	-38.2530	-22.7654	-39.9331	-24.8614	-41.5376	-27.0194	-42.9436	-29.3109	-43.5182	-32.0762	-44.9870	-34.2980	-45.9249	-36.7936
it02	1.2679	12/12/2016 14:42:33	Dico bogo lentamente	closure_	54.7944	57.6164	61.1139	79.8463	160.4683	162.8174	71.4837	-53.9742	54.2011	41.0662	-16.1265	38.6705	-15.9702	36.1784	-16.2091	33.9155	-16.1373	31.9267	-15.4718	29.9406	-14.8045	27.8892	-14.3690	25.9929	-13.2754	24.0205	-12.3126	22.0317	-11.1282	20.0280	-9.3801	17.9808	-6.3469	15.7009	-3.3922	13.2071	-1.3174	10.6115	-0.3870	7.8812	1.0304	5.1503	1.4855	2.0045	3.8810	-1.2856	5.8603	-4.9272	8.3530	-8.5389	9.8383	-12.5550	11.8876	-16.6588	13.4521	-20.2718	13.3240	-23.3526	11.8665	-26.2815	10.1181	-29.4970	8.8785	-31.5882	5.8163	-33.0957	2.1253	-33.2775	-3.0156	-34.0497	-6.9544	-34.3153	-11.1537	-35.5165	-14.0601	-36.9647	-16.5959	-38.3826	-19.0852	-39.0583	-22.1158	-38.9642	-25.5815	-38.0168	-29.4249	-37.1659	-32.9307	-37.0865	-35.7586	-39.3483	-37.2356	-41.1052	-39.0661
it02	1.3445	12/12/2016 14:42:33	Dico bogo lentamente	max_TD	53.0702	21.3480	18.5366	84.9841	-5.2681	3.4275	68.3844	-33.2737	33.8097	38.6002	-20.6659	36.7099	-19.9480	34.7164	-19.4984	32.8795	-18.7421	31.0205	-18.0430	29.1353	-17.4157	27.1976	-16.9750	25.2271	-16.7046	23.2367	-16.6191	21.3087	-16.2475	19.4541	-15.0650	17.6177	-12.3024	15.6169	-7.3530	13.2013	-1.0022	10.3560	3.9974	7.3481	6.4566	4.2367	8.0826	0.9263	9.8976	-2.5964	11.8049	-5.9239	12.1495	-9.6596	13.5075	-13.4636	14.4880	-17.4666	15.4991	-20.7481	14.4034	-23.1379	11.4280	-25.4603	8.5968	-26.9723	4.6152	-29.6114	2.7617	-31.3279	-0.3822	-31.9393	-4.7622	-31.7445	-9.7277	-31.9742	-13.7531	-33.2379	-16.3965	-34.5034	-18.9269	-35.4091	-21.6853	-37.8358	-23.1020	-39.1737	-25.4257	-39.8728	-28.1568	-39.0021	-31.7803	-39.0029	-34.6614	-39.4835	-37.1651	-40.5449	-39.3302
it02	1.3560	12/12/2016 14:42:33	Dico bogo lentamente	NOFF_TD	53.9613	56.0951	52.9442	84.9814	-26.1650	24.3950	67.9788	-25.1045	25.9399	38.6679	-20.5413	36.7074	-19.9530	34.5921	-19.7781	32.7628	-19.0358	30.9142	-18.3447	29.0419	-17.7186	27.1335	-17.2165	25.1879	-16.8799	23.2082	-16.7762	21.2697	-16.5235	19.3816	-15.7831	17.5965	-12.6495	15.6076	-7.7934	13.2036	-1.1276	10.4369	2.6088	7.5313	4.5923	4.4965	6.2066	1.1163	8.8374	-2.4914	11.3289	-5.8532	11.8800	-9.7074	13.6641	-13.6247	14.9492	-17.6332	15.9214	-20.4850	13.8071	-23.0935	11.3373	-25.4825	8.6379	-28.0404	6.4187	-30.3446	3.8946	-31.9321	0.4748	-31.9488	-4.7498	-31.3769	-10.1699	-31.6961	-14.0617	-33.0157	-16.6243	-34.7554	-18.6883	-35.7228	-21.4110	-36.6851	-24.0302	-37.6603	-26.5504	-38.1759	-29.3162	-38.9356	-31.8220	-39.4938	-34.3803	-40.1832	-36.8006	-41.1110	-39.0633
it02	1.3220	12/12/2016 14:42:33	Dico bogo lentamente	NONS_TD	52.6151	-24.1909	25.1560	84.3793	38.2957	40.2298	69.2751	-38.8947	39.0053	39.2133	-19.5374	37.0996	-19.1573	34.7400	-19.4453	32.9097	-18.6663	31.0506	-17.9577	29.1575	-17.3439	27.2220	-16.8829	25.2620	-16.5483	23.3157	-16.1852	21.4842	-15.0047	19.7326	-12.3063	17.8344	-8.7486	15.6774	-4.5030	13.1995	-0.9070	10.3925	3.3712	7.3589	6.3474	4.2470	8.0084	1.1276	8.7746	-2.1137	9.6159	-5.8437	11.8438	-9.7433	13.7816	-13.5377	14.7003	-16.9412	14.1678	-20.0253	12.7652	-22.7065	10.5468	-25.1869	8.0902	-27.4319	5.3912	-29.3944	2.4263	-30.9190	-0.9622	-31.0874	-5.8741	-31.6087	-9.8910	-32.4299	-13.2470	-34.0619	-15.5516	-35.7775	-17.7203	-37.0000	-20.2942	-38.5163	-22.5530	-39.2113	-25.3978	-37.8723	-29.5236	-36.2180	-33.5246	-35.1914	-36.8436	-36.5725	-38.6817	-37.8310	-40.6098
it02	1.2415	12/12/2016 14:42:33	Dico bogo lentamente	peak1_TD	51.5179	133.1015	133.7414	74.7270	201.7918	202.0321	73.1489	-52.5742	52.1774	38.6245	-20.6213	36.5868	-20.1977	34.3731	-20.2708	32.5361	-19.6058	30.7159	-18.9074	28.8687	-18.2803	26.9926	-17.7472	25.1433	-17.0797	23.2093	-16.7700	21.3120	-16.2241	19.3520	-16.0766	17.4101	-15.7069	15.4424	-15.5884	13.4521	-14.5501	11.2248	-10.9127	8.5988	-6.2749	5.6540	-2.1509	2.8850	-1.0321	0.0663	-0.2708	-2.8430	0.4138	-6.4103	2.8693	-10.0666	4.7657	-14.1230	7.0260	-17.8350	7.8014	-21.4094	7.8970	-24.4923	6.8034	-27.3290	5.2174	-30.2521	3.7517	-33.1078	2.1426	-34.9196	-0.8723	-35.7035	-4.9647	-36.0113	-9.2706	-36.1981	-13.3612	-36.8762	-16.6797	-37.8005	-19.5942	-39.4341	-21.8126	-39.8589	-24.9166	-38.8691	-28.8426	-37.9751	-32.4238	-38.2710	-35.0805	-40.5870	-36.5902	-42.3428	-38.4825
